 ,X,Y
727,117.500,97.500
728,122.500,97.500
729,127.500,97.500
730,132.500,97.500
731,137.500,97.500
732,142.500,97.500
733,147.500,97.500
734,152.500,97.500
735,157.500,97.500
736,162.500,97.500
737,167.500,97.500
738,172.500,97.500
739,177.500,97.500
740,180.500,97.500
741,2.500,102.500
742,7.500,102.500
743,12.500,102.500
744,17.500,102.500
745,22.500,102.500
746,27.500,102.500
747,32.500,102.500
748,37.500,102.500
749,42.500,102.500
750,47.500,102.500
751,52.500,102.500
752,57.500,102.500
753,62.500,102.500
754,67.500,102.500
755,72.500,102.500
756,77.500,102.500
757,82.500,102.500
758,87.500,102.500
759,92.500,102.500
760,97.500,102.500
761,102.500,102.500
762,107.500,102.500
763,112.500,102.500
764,117.500,102.500
765,122.500,102.500
766,127.500,102.500
767,132.500,102.500
768,137.500,102.500
769,142.500,102.500
770,147.500,102.500
771,152.500,102.500
772,157.500,102.500
773,162.500,102.500
774,167.500,102.500
775,172.500,102.500
776,177.500,102.500
777,180.500,102.500
778,2.500,107.500
779,7.500,107.500
780,12.500,107.500
781,17.500,107.500
782,22.500,107.500
783,27.500,107.500
784,32.500,107.500
785,37.500,107.500
786,42.500,107.500
787,47.500,107.500
788,52.500,107.500
789,57.500,107.500
790,62.500,107.500
791,67.500,107.500
792,72.500,107.500
793,77.500,107.500
794,82.500,107.500
795,87.500,107.500
796,92.500,107.500
797,97.500,107.500
798,102.500,107.500
799,107.500,107.500
800,112.500,107.500
801,117.500,107.500
802,122.500,107.500
803,127.500,107.500
804,132.500,107.500
805,137.500,107.500
806,142.500,107.500
807,147.500,107.500
808,152.500,107.500
809,157.500,107.500
810,162.500,107.500
811,167.500,107.500
812,172.500,107.500
813,177.500,107.500
814,180.500,107.500
815,2.500,112.500
816,7.500,112.500
817,12.500,112.500
818,17.500,112.500
819,22.500,112.500
820,27.500,112.500
821,32.500,112.500
822,37.500,112.500
823,42.500,112.500
824,47.500,112.500
825,52.500,112.500
826,57.500,112.500
827,62.500,112.500
828,67.500,112.500
829,72.500,112.500
830,77.500,112.500
831,82.500,112.500
832,87.500,112.500
833,92.500,112.500
834,97.500,112.500
835,102.500,112.500
836,107.500,112.500
837,112.500,112.500
838,117.500,112.500
839,122.500,112.500
840,127.500,112.500
841,132.500,112.500
842,137.500,112.500
843,142.500,112.500
844,147.500,112.500
845,152.500,112.500
846,157.500,112.500
847,162.500,112.500
848,167.500,112.500
849,172.500,112.500
850,177.500,112.500
851,180.500,112.500
852,2.500,117.500
853,7.500,117.500
854,12.500,117.500
855,17.500,117.500
856,22.500,117.500
857,27.500,117.500
858,32.500,117.500
